filename,path,huggingface_gender,huggingface_confidence
PXL_20220922_132845778.PORTRAIT.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_132845778.PORTRAIT.jpg,Male,0.9856350421905518
PXL_20220922_132858876.PORTRAIT.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_132858876.PORTRAIT.jpg,Male,0.9867817759513855
PXL_20220922_132903030.PORTRAIT.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_132903030.PORTRAIT.jpg,Male,0.9823452830314636
PXL_20220922_132911049.PORTRAIT.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_132911049.PORTRAIT.jpg,Male,0.9843373894691467
PXL_20220922_132914899.PORTRAIT.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_132914899.PORTRAIT.jpg,Male,0.9871614575386047
PXL_20220922_132959831.PORTRAIT.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_132959831.PORTRAIT.jpg,Male,0.9859942197799683
PXL_20220922_133010927.PORTRAIT.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_133010927.PORTRAIT.jpg,Male,0.9863925576210022
PXL_20220922_133015215.PORTRAIT.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_133015215.PORTRAIT.jpg,Male,0.9828364253044128
PXL_20220922_133020422.PORTRAIT.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_133020422.PORTRAIT.jpg,Male,0.9845792055130005
PXL_20220922_133026236.PORTRAIT.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_133026236.PORTRAIT.jpg,Male,0.9865387678146362
PXL_20220922_134006137.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134006137.jpg,Male,0.9844521284103394
PXL_20220922_134022988.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134022988.jpg,Male,0.9861753582954407
PXL_20220922_134026053.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134026053.jpg,Male,0.983544647693634
PXL_20220922_134028534.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134028534.jpg,Male,0.986441969871521
PXL_20220922_134031823.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134031823.jpg,Male,0.9858052134513855
PXL_20220922_134034735.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134034735.jpg,Male,0.9864426851272583
PXL_20220922_134115414.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134115414.jpg,Male,0.9871823787689209
PXL_20220922_134119737.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134119737.jpg,Male,0.9866837859153748
PXL_20220922_134122294.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134122294.jpg,Male,0.9864010214805603
PXL_20220922_134124746.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134124746.jpg,Male,0.9863129258155823
PXL_20220922_134127250.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134127250.jpg,Male,0.9848366379737854
PXL_20220922_134128867.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134128867.jpg,Male,0.9869762063026428
PXL_20220922_134134361.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134134361.jpg,Male,0.9869821667671204
PXL_20220922_134135978.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134135978.jpg,Male,0.9872473478317261
PXL_20220922_134137827.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134137827.jpg,Male,0.9867472648620605
PXL_20220922_134139865.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134139865.jpg,Male,0.9854364991188049
PXL_20220922_134141731.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134141731.jpg,Male,0.9867305755615234
PXL_20220922_134203230.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134203230.jpg,Male,0.9869982004165649
PXL_20220922_134205505.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134205505.jpg,Male,0.9846606850624084
PXL_20220922_134207466.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134207466.jpg,Male,0.9866238832473755
PXL_20220922_134209190.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134209190.jpg,Male,0.9813647866249084
PXL_20220922_134210937.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134210937.jpg,Male,0.9871163964271545
PXL_20220922_134339364.PORTRAIT.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134339364.PORTRAIT.jpg,Male,0.986639142036438
PXL_20220922_134342333.PORTRAIT.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134342333.PORTRAIT.jpg,Male,0.9826410412788391
PXL_20220922_134344367.PORTRAIT.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134344367.PORTRAIT.jpg,Male,0.982790470123291
PXL_20220922_134346135.PORTRAIT.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134346135.PORTRAIT.jpg,Male,0.9829283952713013
PXL_20220922_134348505.PORTRAIT.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134348505.PORTRAIT.jpg,Male,0.9844912886619568
PXL_20220922_134350655.PORTRAIT.jpg,C:\MastersRepos\ARI5902-Research-Topics-in-AI\LAION-5B Testing\DatasetAnnotation\MonkSkinToneDataset\mst-e_data\subject_0\PXL_20220922_134350655.PORTRAIT.jpg,Male,0.9852651953697205
